[6.176198766555274, 2.3468742624940546, -9.08240888188307, -0.06265813026242739, 2.702518643974667]
[5.942933474125447, 2.3468742624940546, -9.08240888188307, -0.06265813026242739, 2.702518643974667]
[5.942933474125447, 2.1300348877695585, -9.08240888188307, -0.06265813026242739, 2.702518643974667]
[5.942933474125447, 1.9060670688595225, -9.08240888188307, -0.06265813026242739, 2.702518643974667]
[5.923832874531955, 1.9060670688595225, -9.08240888188307, -0.06265813026242739, 2.702518643974667]
[5.923832874531955, 1.9060670688595225, -9.08240888188307, -0.0614589529186102, 2.702518643974667]
[5.923832874531955, 1.7471454720975697, -9.08240888188307, -0.0614589529186102, 2.702518643974667]
[5.923832874531955, 1.7471454720975697, -9.08240888188307, -0.0614589529186102, 2.474525190964998]
[5.733581346640205, 1.7471454720975697, -9.08240888188307, -0.0614589529186102, 2.474525190964998]
[5.733581346640205, 1.7471454720975697, -9.08240888188307, -0.0614589529186102, 2.118859099538989]
[5.733581346640205, 1.7471454720975697, -8.824557502207469, -0.0614589529186102, 2.118859099538989]
[5.733581346640205, 1.7471454720975697, -8.683656880163955, -0.0614589529186102, 2.118859099538989]
[5.733581346640205, 1.7471454720975697, -8.683656880163955, 0.006568185842407079, 2.118859099538989]
[5.733581346640205, 1.3322356422806485, -8.683656880163955, 0.006568185842407079, 2.118859099538989]
[5.733581346640205, 1.3322356422806485, -8.683656880163955, 0.006568185842407079, 1.7128039101829065]
[5.733581346640205, 1.3322356422806485, -8.565336417093455, 0.006568185842407079, 1.7128039101829065]
[5.733581346640205, 1.3322356422806485, -8.565336417093455, 0.006568185842407079, 1.561634280082241]
[5.733581346640205, 1.240177940378996, -8.565336417093455, 0.006568185842407079, 1.561634280082241]
[5.733581346640205, 1.240177940378996, -8.565336417093455, 0.006568185842407079, 1.4828909401156691]
[5.733581346640205, 1.240177940378996, -8.249215740460622, 0.006568185842407079, 1.4828909401156691]
[5.733581346640205, 1.240177940378996, -8.249215740460622, 0.006568185842407079, 1.1346904117985765]
[5.733581346640205, 1.240177940378996, -8.249215740460622, 0.006568185842407079, 0.9514182614990946]
[5.733581346640205, 1.240177940378996, -8.249215740460622, 0.006568185842407079, 0.6829856829752149]
[5.733581346640205, 1.240177940378996, -8.249215740460622, 0.006568185842407079, 0.3724181170091831]
[5.417428821044812, 1.240177940378996, -8.249215740460622, 0.006568185842407079, 0.3724181170091831]
[5.143964643403043, 1.240177940378996, -8.249215740460622, 0.006568185842407079, 0.3724181170091831]
[5.143964643403043, 1.240177940378996, -8.249215740460622, 0.006568185842407079, 0.3436472830093469]
[5.143964643403043, 1.1739532640930455, -8.249215740460622, 0.006568185842407079, 0.3436472830093469]
[5.143964643403043, 1.1739532640930455, -8.249215740460622, 0.006568185842407079, 0.127170168849316]
[5.143964643403043, 1.1739532640930455, -8.179419484367344, 0.006568185842407079, 0.127170168849316]
[5.036342252682928, 1.1739532640930455, -8.179419484367344, 0.006568185842407079, 0.127170168849316]
[5.036342252682928, 1.07225423923695, -8.179419484367344, 0.006568185842407079, 0.127170168849316]
