[1.0515577435960228, -5.249096669769151, 2.722845508035041, 1.1020468985347804, 6.463322389745095]
[0.6013424136444783, -5.249096669769151, 2.722845508035041, 1.1020468985347804, 6.463322389745095]
[0.5942219146544387, -5.249096669769151, 2.722845508035041, 1.1020468985347804, 6.463322389745095]
[0.5942219146544387, -5.249096669769151, 2.722845508035041, 1.1020468985347804, 6.276330400773036]
[0.5942219146544387, -5.249096669769151, 2.6136898999386946, 1.1020468985347804, 6.276330400773036]
[0.5942219146544387, -5.249096669769151, 2.6136898999386946, 1.1020468985347804, 6.174901475360666]
[0.5942219146544387, -5.249096669769151, 2.443664863053297, 1.1020468985347804, 6.174901475360666]
[0.5942219146544387, -5.249096669769151, 2.1454519216076084, 1.1020468985347804, 6.174901475360666]
[0.5942219146544387, -5.201875388607899, 2.1454519216076084, 1.1020468985347804, 6.174901475360666]
[0.5942219146544387, -5.201875388607899, 2.066037228159318, 1.1020468985347804, 6.174901475360666]
[0.5942219146544387, -5.201875388607899, 1.792125020611691, 1.1020468985347804, 6.174901475360666]
[0.5942219146544387, -5.201875388607899, 1.792125020611691, 1.1020468985347804, 6.031559951374575]
[0.5942219146544387, -5.201875388607899, 1.792125020611691, 1.1020468985347804, 5.888411520976851]
[0.5942219146544387, -5.201875388607899, 1.792125020611691, 0.922995525065593, 5.888411520976851]
[0.5942219146544387, -5.201875388607899, 1.792125020611691, 0.6563568883786429, 5.888411520976851]
[0.5942219146544387, -5.201875388607899, 1.669100776025745, 0.6563568883786429, 5.888411520976851]
[0.5942219146544387, -5.201875388607899, 1.669100776025745, 0.655320933204653, 5.888411520976851]
[0.5942219146544387, -5.201875388607899, 1.669100776025745, 0.655320933204653, 5.727252760820676]
[0.14428086814286628, -5.201875388607899, 1.669100776025745, 0.655320933204653, 5.727252760820676]
[0.14428086814286628, -5.201875388607899, 1.5082610569958805, 0.655320933204653, 5.727252760820676]
[0.14428086814286628, -5.201875388607899, 1.4493594400744263, 0.655320933204653, 5.727252760820676]
[0.14428086814286628, -5.201875388607899, 1.3660050576488674, 0.655320933204653, 5.727252760820676]
[0.14428086814286628, -5.201875388607899, 1.3660050576488674, 0.541845463217556, 5.727252760820676]
[0.14428086814286628, -5.201875388607899, 1.3660050576488674, 0.4302195619321636, 5.727252760820676]
[-0.08838914325248881, -5.201875388607899, 1.3660050576488674, 0.4302195619321636, 5.727252760820676]
[-0.08838914325248881, -5.201875388607899, 1.3660050576488674, 0.4302195619321636, 5.662857706276062]
[-0.08838914325248881, -5.201875388607899, 1.3660050576488674, 0.27081165992701, 5.662857706276062]
[-0.08838914325248881, -5.201875388607899, 1.3660050576488674, -0.01560577117423867, 5.662857706276062]
[-0.012152957764141575, -5.201875388607899, 1.3660050576488674, -0.01560577117423867, 5.662857706276062]
[-0.012152957764141575, -5.201875388607899, 1.3660050576488674, -0.01560577117423867, 5.6382613696025645]
[-0.012152957764141575, -5.201875388607899, 1.3660050576488674, -0.01560577117423867, 5.459794015895253]
[-0.012152957764141575, -5.08712815806376, 1.3660050576488674, -0.01560577117423867, 5.459794015895253]
[-0.012152957764141575, -5.08712815806376, 1.2961630128516373, -0.01560577117423867, 5.459794015895253]
[-0.012152957764141575, -5.08712815806376, 1.2961630128516373, -0.01560577117423867, 5.316165419040318]
[-0.012152957764141575, -5.015118202290293, 1.2961630128516373, -0.01560577117423867, 5.316165419040318]
[-0.012152957764141575, -5.015118202290293, 1.2961630128516373, -0.01560577117423867, 5.241168704814779]
[-0.012152957764141575, -4.861324119502596, 1.2961630128516373, -0.01560577117423867, 5.241168704814779]
[-0.012152957764141575, -4.505345364041283, 1.2961630128516373, -0.01560577117423867, 5.241168704814779]
[-0.012152957764141575, -4.505345364041283, 1.2961630128516373, -0.01560577117423867, 5.195352516430674]
[-0.012152957764141575, -4.171618311175243, 1.2961630128516373, -0.01560577117423867, 5.195352516430674]
[-0.012152957764141575, -4.171618311175243, 1.2961630128516373, -0.01560577117423867, 4.70542566243387]
[-0.012152957764141575, -4.171618311175243, 0.6533613845382303, -0.01560577117423867, 4.70542566243387]
